latA,longA,latB,longB,descripcion,hora,tasaFlujo,cantidadVehiculos
-38.73756,-72.595676,-38.737079,-72.595574,Las Heras entre Montt y Portales,13:36,3.0,10
-38.73756,-72.595676,-38.737079,-72.595574,Las Heras entre Montt y Portales,13:39,3.0,11
-38.73756,-72.595676,-38.737079,-72.595574,Las Heras entre Montt y Portales,13:42,4.0,14
-38.73756,-72.595676,-38.737079,-72.595574,Las Heras entre Montt y Portales,13:45,4.0,14
-38.73756,-72.595676,-38.737079,-72.595574,Las Heras entre Montt y Portales,13:48,7.0,21
-38.73756,-72.595676,-38.737079,-72.595574,Las Heras entre Montt y Portales,13:51,8.0,24
-38.73756,-72.595676,-38.737079,-72.595574,Las Heras entre Montt y Portales,13:54,15.0,46
-38.73756,-72.595676,-38.737079,-72.595574,Las Heras entre Montt y Portales,13:57,16.0,50
-38.73756,-72.595676,-38.737079,-72.595574,Las Heras entre Montt y Portales,18:00,13.0,40
-38.73756,-72.595676,-38.737079,-72.595574,Las Heras entre Montt y Portales,18:03,15.0,45
-38.73756,-72.595676,-38.737079,-72.595574,Las Heras entre Montt y Portales,18:06,1.0,4
-38.73756,-72.595676,-38.737079,-72.595574,Las Heras entre Montt y Portales,18:09,12.0,38
-38.73756,-72.595676,-38.737079,-72.595574,Las Heras entre Montt y Portales,18:12,3.0,10
-38.73756,-72.595676,-38.737079,-72.595574,Las Heras entre Montt y Portales,18:15,5.0,15
-38.73756,-72.595676,-38.737079,-72.595574,Las Heras entre Montt y Portales,18:18,7.0,22
-38.73756,-72.595676,-38.737079,-72.595574,Las Heras entre Montt y Portales,18:21,14.0,44
-38.73756,-72.595676,-38.737079,-72.595574,Las Heras entre Montt y Portales,18:24,16.0,50
-38.73756,-72.595676,-38.737079,-72.595574,Las Heras entre Montt y Portales,18:27,10.0,32
-38.73756,-72.595676,-38.737079,-72.595574,Las Heras entre Montt y Portales,18:30,9.0,29
-38.73756,-72.595676,-38.737079,-72.595574,Las Heras entre Montt y Portales,18:33,15.0,45
-38.73756,-72.595676,-38.737079,-72.595574,Las Heras entre Montt y Portales,18:36,7.0,23
-38.73756,-72.595676,-38.737079,-72.595574,Las Heras entre Montt y Portales,18:39,9.0,27
-38.73756,-72.595676,-38.737079,-72.595574,Las Heras entre Montt y Portales,18:42,3.0,9
-38.73756,-72.595676,-38.737079,-72.595574,Las Heras entre Montt y Portales,18:45,5.0,17
-38.73756,-72.595676,-38.737079,-72.595574,Las Heras entre Montt y Portales,18:48,3.0,9
-38.73756,-72.595676,-38.737079,-72.595574,Las Heras entre Montt y Portales,18:51,3.0,9
-38.73756,-72.595676,-38.737079,-72.595574,Las Heras entre Montt y Portales,18:54,9.0,28
-38.73756,-72.595676,-38.737079,-72.595574,Las Heras entre Montt y Portales,18:57,3.0,9
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,07:00,6.0,19
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,07:03,15.0,45
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,07:06,13.0,41
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,07:09,1.0,3
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,07:12,5.0,15
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,07:15,12.0,38
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,07:18,4.0,14
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,07:21,5.0,15
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,07:24,1.0,4
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,07:27,6.0,18
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,07:30,11.0,34
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,07:33,7.0,22
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,07:36,13.0,40
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,07:39,9.0,28
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,07:42,6.0,20
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,07:45,15.0,45
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,07:48,3.0,9
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,07:51,3.0,10
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,07:54,12.0,38
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,07:57,4.0,14
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,13:00,6.0,18
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,13:03,1.0,3
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,13:06,13.0,39
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,13:09,4.0,14
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,13:12,12.0,36
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,13:15,13.0,39
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,13:18,10.0,30
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,13:21,16.0,49
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,13:24,0.0,1
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,13:27,9.0,29
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,13:30,16.0,49
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,13:33,4.0,12
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,13:36,15.0,47
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,13:39,13.0,40
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,13:42,6.0,20
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,13:45,8.0,25
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,13:48,14.0,43
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,13:51,4.0,13
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,13:54,10.0,30
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,13:57,4.0,12
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,18:00,0.0,2
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,18:03,14.0,43
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,18:06,16.0,48
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,18:09,3.0,9
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,18:12,6.0,20
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,18:15,11.0,35
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,18:18,10.0,32
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,18:21,8.0,26
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,18:24,11.0,34
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,18:27,4.0,14
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,18:30,11.0,34
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,18:33,10.0,32
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,18:36,7.0,21
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,18:39,16.0,49
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,18:42,15.0,46
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,18:45,11.0,33
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,18:48,8.0,26
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,18:51,9.0,28
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,18:54,9.0,27
-38.736258,-72.59398,-38.736731,-72.594119,Lynch entre Rodriguez y Portales,18:57,12.0,38
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,07:00,13.0,41
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,07:03,6.0,20
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,07:06,10.0,30
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,07:09,14.0,43
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,07:12,15.0,45
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,07:15,3.0,9
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,07:18,14.0,44
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,07:21,14.0,44
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,07:24,10.0,31
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,07:27,5.0,15
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,07:30,14.0,44
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,07:33,1.0,3
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,07:36,13.0,41
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,07:39,4.0,12
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,07:42,5.0,17
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,07:45,11.0,33
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,07:48,7.0,22
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,07:51,7.0,22
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,07:54,7.0,23
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,07:57,7.0,22
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,13:00,8.0,24
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,13:03,6.0,19
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,13:06,3.0,10
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,13:09,14.0,43
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,13:12,15.0,45
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,13:15,11.0,34
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,13:18,12.0,36
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,13:21,16.0,48
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,13:24,4.0,12
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,13:27,15.0,45
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,13:30,4.0,14
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,13:33,12.0,38
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,13:36,13.0,41
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,13:39,10.0,32
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,13:42,5.0,16
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,13:45,3.0,9
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,13:48,13.0,40
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,13:51,2.0,7
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,13:54,12.0,36
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,13:57,1.0,5
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,18:00,2.0,6
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,18:03,16.0,48
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,18:06,9.0,28
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,18:09,5.0,15
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,18:12,12.0,37
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,18:15,5.0,17
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,18:18,10.0,31
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,18:21,5.0,16
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,18:24,14.0,43
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,18:27,0.0,2
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,18:30,6.0,20
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,18:33,2.0,7
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,18:36,14.0,44
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,18:39,10.0,31
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,18:42,5.0,15
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,18:45,7.0,21
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,18:48,16.0,48
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,18:51,10.0,30
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,18:54,5.0,17
-38.736804,-72.594131,-38.737762,-72.594362,Lynch entre Portales y Montt,18:57,13.0,40
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,07:00,2.0,8
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,07:03,15.0,47
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,07:06,9.0,27
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,07:09,6.0,20
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,07:12,0.0,2
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,07:15,7.0,23
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,07:18,4.0,14
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,07:21,15.0,47
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,07:24,12.0,38
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,07:27,15.0,47
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,07:30,1.0,4
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,07:33,9.0,29
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,07:36,0.0,1
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,07:39,15.0,47
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,07:42,4.0,13
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,07:45,14.0,44
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,07:48,16.0,50
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,07:51,5.0,17
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,07:54,7.0,22
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,07:57,14.0,43
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,13:00,3.0,11
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,13:03,7.0,22
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,13:06,11.0,33
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,13:09,3.0,10
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,13:12,14.0,43
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,13:15,13.0,40
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,13:18,10.0,32
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,13:21,14.0,44
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,13:24,12.0,38
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,13:27,12.0,36
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,13:30,3.0,9
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,13:33,7.0,21
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,13:36,7.0,21
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,13:39,15.0,45
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,13:42,6.0,18
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,13:45,10.0,32
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,13:48,16.0,49
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,13:51,12.0,38
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,13:54,11.0,34
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,13:57,15.0,46
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,18:00,10.0,32
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,18:03,9.0,28
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,18:06,13.0,41
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,18:09,0.0,2
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,18:12,16.0,49
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,18:15,12.0,37
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,18:18,13.0,40
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,18:21,2.0,7
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,18:24,13.0,41
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,18:27,14.0,42
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,18:30,3.0,10
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,18:33,6.0,19
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,18:36,7.0,21
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,18:39,1.0,3
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,18:42,15.0,47
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,18:45,13.0,41
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,18:48,4.0,13
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,18:51,16.0,48
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,18:54,8.0,24
-38.737953,-72.593062,-38.737011,-72.592831,Lagos entre Montt y Portales,18:57,14.0,43
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,07:00,5.0,17
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,07:03,12.0,36
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,07:06,12.0,38
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,07:09,13.0,40
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,07:12,8.0,25
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,07:15,4.0,14
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,07:18,0.0,2
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,07:21,6.0,20
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,07:24,8.0,24
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,07:27,4.0,12
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,07:30,13.0,39
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,07:33,11.0,33
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,07:36,7.0,23
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,07:39,5.0,16
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,07:42,8.0,24
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,07:45,8.0,24
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,07:48,7.0,22
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,07:51,3.0,9
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,07:54,4.0,14
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,07:57,0.0,2
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,13:00,1.0,3
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,13:03,1.0,3
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,13:06,3.0,9
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,13:09,0.0,1
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,13:12,13.0,40
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,13:15,14.0,44
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,13:18,10.0,30
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,13:21,10.0,30
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,13:24,7.0,23
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,13:27,4.0,12
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,13:30,15.0,45
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,13:33,1.0,5
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,13:36,12.0,36
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,13:39,12.0,37
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,13:42,0.0,1
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,13:45,0.0,2
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,13:48,13.0,41
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,13:51,3.0,11
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,13:54,6.0,20
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,13:57,3.0,10
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,18:00,15.0,47
-38.736952,-72.592804,-38.735973,-72.592568,Lagos entre Portales y Rodriguez,18:03,8.0,24
